6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.781986034221635862e+01 2.229227267997955023e-02 1.185862884396594180e-01 7.939488797547512855e-02 2.197082592857152751e-09 9.712056558498743941e-01 2.576305211968051481e+03
6.860455462514677549e+01 2.237188436404581246e-02 1.171485485112226943e-01 5.646519457351098503e-02 2.089504395494823275e-09 9.780563524976479961e-01 2.580265140853877710e+03
6.860455462514677549e+01 2.237188436404581246e-02 1.171485485112226943e-01 5.646519457351098503e-02 2.089504395494823275e-09 9.780563524976479961e-01 2.580265140853877710e+03
6.860455462514677549e+01 2.237188436404581246e-02 1.171485485112226943e-01 5.646519457351098503e-02 2.089504395494823275e-09 9.780563524976479961e-01 2.580265140853877710e+03
6.860455462514677549e+01 2.237188436404581246e-02 1.171485485112226943e-01 5.646519457351098503e-02 2.089504395494823275e-09 9.780563524976479961e-01 2.580265140853877710e+03
6.835713906550303420e+01 2.216127043236931077e-02 1.172809809247531421e-01 9.683225968078762458e-02 2.264033311628248527e-09 9.793046961297987574e-01 2.581198606334181477e+03
6.835713906550303420e+01 2.216127043236931077e-02 1.172809809247531421e-01 9.683225968078762458e-02 2.264033311628248527e-09 9.793046961297987574e-01 2.581198606334181477e+03
6.835713906550303420e+01 2.216127043236931077e-02 1.172809809247531421e-01 9.683225968078762458e-02 2.264033311628248527e-09 9.793046961297987574e-01 2.581198606334181477e+03
6.835713906550303420e+01 2.216127043236931077e-02 1.172809809247531421e-01 9.683225968078762458e-02 2.264033311628248527e-09 9.793046961297987574e-01 2.581198606334181477e+03
6.835713906550303420e+01 2.216127043236931077e-02 1.172809809247531421e-01 9.683225968078762458e-02 2.264033311628248527e-09 9.793046961297987574e-01 2.581198606334181477e+03
6.835713906550303420e+01 2.216127043236931077e-02 1.172809809247531421e-01 9.683225968078762458e-02 2.264033311628248527e-09 9.793046961297987574e-01 2.581198606334181477e+03
6.969236291639218450e+01 2.247386197495944773e-02 1.152293497580061388e-01 1.226285951303574817e-01 2.375797913857934396e-09 9.807209729801441567e-01 2.583892912506909397e+03
6.969236291639218450e+01 2.247386197495944773e-02 1.152293497580061388e-01 1.226285951303574817e-01 2.375797913857934396e-09 9.807209729801441567e-01 2.583892912506909397e+03
6.969236291639218450e+01 2.247386197495944773e-02 1.152293497580061388e-01 1.226285951303574817e-01 2.375797913857934396e-09 9.807209729801441567e-01 2.583892912506909397e+03
6.969236291639218450e+01 2.247386197495944773e-02 1.152293497580061388e-01 1.226285951303574817e-01 2.375797913857934396e-09 9.807209729801441567e-01 2.583892912506909397e+03
6.883370120203505849e+01 2.223013586583950582e-02 1.163256060909599598e-01 1.244596943435464093e-01 2.381386162073157434e-09 9.806507558956519821e-01 2.585145420855565135e+03
6.794420626394628471e+01 2.225067567079889314e-02 1.183547510894100985e-01 5.392205364671928680e-02 2.086552593713151478e-09 9.736784124588072631e-01 2.578201047273605582e+03
